"LOCATION","Country","VAR","Variable","EDI","Edition","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"PRT","Portugal","105","GDP: Exports of goods and services, constant prices","202303","March 2023","Q","Quarterly","2019-Q3","Q3-2019","NATCUR","National currency","0","Units",,,21726272000,,
"PRT","Portugal","105","GDP: Exports of goods and services, constant prices","202303","March 2023","Q","Quarterly","2019-Q4","Q4-2019","NATCUR","National currency","0","Units",,,22557256000,,
"PRT","Portugal","105","GDP: Exports of goods and services, constant prices","202303","March 2023","Q","Quarterly","2020-Q1","Q1-2020","NATCUR","National currency","0","Units",,,20937631000,,
"PRT","Portugal","105","GDP: Exports of goods and services, constant prices","202303","March 2023","Q","Quarterly","2020-Q2","Q2-2020","NATCUR","National currency","0","Units",,,13242654000,,
"PRT","Portugal","105","GDP: Exports of goods and services, constant prices","202303","March 2023","Q","Quarterly","2020-Q3","Q3-2020","NATCUR","National currency","0","Units",,,18381448000,,
"PRT","Portugal","105","GDP: Exports of goods and services, constant prices","202303","March 2023","Q","Quarterly","2020-Q4","Q4-2020","NATCUR","National currency","0","Units",,,19125395000,,
"PRT","Portugal","105","GDP: Exports of goods and services, constant prices","202303","March 2023","Q","Quarterly","2021-Q1","Q1-2021","NATCUR","National currency","0","Units",,,19423513000,,
"PRT","Portugal","105","GDP: Exports of goods and services, constant prices","202303","March 2023","Q","Quarterly","2021-Q2","Q2-2021","NATCUR","National currency","0","Units",,,19006005000,,
"PRT","Portugal","105","GDP: Exports of goods and services, constant prices","202303","March 2023","Q","Quarterly","2021-Q3","Q3-2021","NATCUR","National currency","0","Units",,,20629117000,,
"PRT","Portugal","105","GDP: Exports of goods and services, constant prices","202303","March 2023","Q","Quarterly","2021-Q4","Q4-2021","NATCUR","National currency","0","Units",,,22252152000,,
"PRT","Portugal","105","GDP: Exports of goods and services, constant prices","202303","March 2023","Q","Quarterly","2022-Q1","Q1-2022","NATCUR","National currency","0","Units",,,23071231000,,
"PRT","Portugal","105","GDP: Exports of goods and services, constant prices","202303","March 2023","Q","Quarterly","2022-Q2","Q2-2022","NATCUR","National currency","0","Units",,,23794676000,,
"PRT","Portugal","105","GDP: Exports of goods and services, constant prices","202303","March 2023","Q","Quarterly","2022-Q3","Q3-2022","NATCUR","National currency","0","Units",,,23989901000,,
"PRT","Portugal","105","GDP: Exports of goods and services, constant prices","202303","March 2023","Q","Quarterly","2022-Q4","Q4-2022","NATCUR","National currency","0","Units",,,24049738000,,
"PRT","Portugal","106","GDP: Imports of goods and services, constant prices","202303","March 2023","Q","Quarterly","2019-Q3","Q3-2019","NATCUR","National currency","0","Units",,,21665278000,,
"PRT","Portugal","106","GDP: Imports of goods and services, constant prices","202303","March 2023","Q","Quarterly","2019-Q4","Q4-2019","NATCUR","National currency","0","Units",,,21861674000,,
"PRT","Portugal","106","GDP: Imports of goods and services, constant prices","202303","March 2023","Q","Quarterly","2020-Q1","Q1-2020","NATCUR","National currency","0","Units",,,21506782000,,
"PRT","Portugal","106","GDP: Imports of goods and services, constant prices","202303","March 2023","Q","Quarterly","2020-Q2","Q2-2020","NATCUR","National currency","0","Units",,,15071779000,,
"PRT","Portugal","106","GDP: Imports of goods and services, constant prices","202303","March 2023","Q","Quarterly","2020-Q3","Q3-2020","NATCUR","National currency","0","Units",,,19401753000,,
"PRT","Portugal","106","GDP: Imports of goods and services, constant prices","202303","March 2023","Q","Quarterly","2020-Q4","Q4-2020","NATCUR","National currency","0","Units",,,20524409000,,
"PRT","Portugal","106","GDP: Imports of goods and services, constant prices","202303","March 2023","Q","Quarterly","2021-Q1","Q1-2021","NATCUR","National currency","0","Units",,,20911224000,,
"PRT","Portugal","106","GDP: Imports of goods and services, constant prices","202303","March 2023","Q","Quarterly","2021-Q2","Q2-2021","NATCUR","National currency","0","Units",,,20779760000,,
"PRT","Portugal","106","GDP: Imports of goods and services, constant prices","202303","March 2023","Q","Quarterly","2021-Q3","Q3-2021","NATCUR","National currency","0","Units",,,21770787000,,
"PRT","Portugal","106","GDP: Imports of goods and services, constant prices","202303","March 2023","Q","Quarterly","2021-Q4","Q4-2021","NATCUR","National currency","0","Units",,,23170503000,,
"PRT","Portugal","106","GDP: Imports of goods and services, constant prices","202303","March 2023","Q","Quarterly","2022-Q1","Q1-2022","NATCUR","National currency","0","Units",,,23591891000,,
"PRT","Portugal","106","GDP: Imports of goods and services, constant prices","202303","March 2023","Q","Quarterly","2022-Q2","Q2-2022","NATCUR","National currency","0","Units",,,23935184000,,
"PRT","Portugal","106","GDP: Imports of goods and services, constant prices","202303","March 2023","Q","Quarterly","2022-Q3","Q3-2022","NATCUR","National currency","0","Units",,,24317680000,,
"PRT","Portugal","106","GDP: Imports of goods and services, constant prices","202303","March 2023","Q","Quarterly","2022-Q4","Q4-2022","NATCUR","National currency","0","Units",,,24307371000,,
"SVK","Slovak Republic","101","GDP: Total, constant prices","202303","March 2023","Q","Quarterly","2019-Q3","Q3-2019","NATCUR","National currency","0","Units",,,22434433043,,
"SVK","Slovak Republic","101","GDP: Total, constant prices","202303","March 2023","Q","Quarterly","2019-Q4","Q4-2019","NATCUR","National currency","0","Units",,,22546726504,,
"SVK","Slovak Republic","101","GDP: Total, constant prices","202303","March 2023","Q","Quarterly","2020-Q1","Q1-2020","NATCUR","National currency","0","Units",,,21921426946,,
"SVK","Slovak Republic","101","GDP: Total, constant prices","202303","March 2023","Q","Quarterly","2020-Q2","Q2-2020","NATCUR","National currency","0","Units",,,20297874109,,
"SVK","Slovak Republic","101","GDP: Total, constant prices","202303","March 2023","Q","Quarterly","2020-Q3","Q3-2020","NATCUR","National currency","0","Units",,,22166807493,,
"SVK","Slovak Republic","101","GDP: Total, constant prices","202303","March 2023","Q","Quarterly","2020-Q4","Q4-2020","NATCUR","National currency","0","Units",,,22264109453,,
"SVK","Slovak Republic","101","GDP: Total, constant prices","202303","March 2023","Q","Quarterly","2021-Q1","Q1-2021","NATCUR","National currency","0","Units",,,21942874999,,
"SVK","Slovak Republic","101","GDP: Total, constant prices","202303","March 2023","Q","Quarterly","2021-Q2","Q2-2021","NATCUR","National currency","0","Units",,,22362783219,,
"SVK","Slovak Republic","101","GDP: Total, constant prices","202303","March 2023","Q","Quarterly","2021-Q3","Q3-2021","NATCUR","National currency","0","Units",,,22438509148,,
"SVK","Slovak Republic","101","GDP: Total, constant prices","202303","March 2023","Q","Quarterly","2021-Q4","Q4-2021","NATCUR","National currency","0","Units",,,22517950634,,
"SVK","Slovak Republic","101","GDP: Total, constant prices","202303","March 2023","Q","Quarterly","2022-Q1","Q1-2022","NATCUR","National currency","0","Units",,,22579154324,,
"SVK","Slovak Republic","101","GDP: Total, constant prices","202303","March 2023","Q","Quarterly","2022-Q2","Q2-2022","NATCUR","National currency","0","Units",,,22654608812,,
"SVK","Slovak Republic","101","GDP: Total, constant prices","202303","March 2023","Q","Quarterly","2022-Q3","Q3-2022","NATCUR","National currency","0","Units",,,22728008564,,
"SVK","Slovak Republic","101","GDP: Total, constant prices","202303","March 2023","Q","Quarterly","2022-Q4","Q4-2022","NATCUR","National currency","0","Units",,,22789293300,,
"SVK","Slovak Republic","102","GDP: Private consumption expenditure, constant prices","202303","March 2023","Q","Quarterly","2019-Q3","Q3-2019","NATCUR","National currency","0","Units",,,12523931000,,
"SVK","Slovak Republic","102","GDP: Private consumption expenditure, constant prices","202303","March 2023","Q","Quarterly","2019-Q4","Q4-2019","NATCUR","National currency","0","Units",,,12606955000,,
"SVK","Slovak Republic","102","GDP: Private consumption expenditure, constant prices","202303","March 2023","Q","Quarterly","2020-Q1","Q1-2020","NATCUR","National currency","0","Units",,,12511188000,,
"SVK","Slovak Republic","102","GDP: Private consumption expenditure, constant prices","202303","March 2023","Q","Quarterly","2020-Q2","Q2-2020","NATCUR","National currency","0","Units",,,12012363000,,
"SVK","Slovak Republic","102","GDP: Private consumption expenditure, constant prices","202303","March 2023","Q","Quarterly","2020-Q3","Q3-2020","NATCUR","National currency","0","Units",,,12514595000,,
"SVK","Slovak Republic","102","GDP: Private consumption expenditure, constant prices","202303","March 2023","Q","Quarterly","2020-Q4","Q4-2020","NATCUR","National currency","0","Units",,,12348886000,,
"SVK","Slovak Republic","102","GDP: Private consumption expenditure, constant prices","202303","March 2023","Q","Quarterly","2021-Q1","Q1-2021","NATCUR","National currency","0","Units",,,11941836000,,
"SVK","Slovak Republic","102","GDP: Private consumption expenditure, constant prices","202303","March 2023","Q","Quarterly","2021-Q2","Q2-2021","NATCUR","National currency","0","Units",,,12657870000,,
"SVK","Slovak Republic","102","GDP: Private consumption expenditure, constant prices","202303","March 2023","Q","Quarterly","2021-Q3","Q3-2021","NATCUR","National currency","0","Units",,,12821093000,,
"SVK","Slovak Republic","102","GDP: Private consumption expenditure, constant prices","202303","March 2023","Q","Quarterly","2021-Q4","Q4-2021","NATCUR","National currency","0","Units",,,12864889000,,
"SVK","Slovak Republic","102","GDP: Private consumption expenditure, constant prices","202303","March 2023","Q","Quarterly","2022-Q1","Q1-2022","NATCUR","National currency","0","Units",,,13009399000,,
"SVK","Slovak Republic","102","GDP: Private consumption expenditure, constant prices","202303","March 2023","Q","Quarterly","2022-Q2","Q2-2022","NATCUR","National currency","0","Units",,,13131278000,,
"SVK","Slovak Republic","102","GDP: Private consumption expenditure, constant prices","202303","March 2023","Q","Quarterly","2022-Q3","Q3-2022","NATCUR","National currency","0","Units",,,13209149000,,
"SVK","Slovak Republic","103","GDP: Government consumption expenditure, constant prices","202303","March 2023","Q","Quarterly","2019-Q3","Q3-2019","NATCUR","National currency","0","Units",,,4041534000,,
"SVK","Slovak Republic","103","GDP: Government consumption expenditure, constant prices","202303","March 2023","Q","Quarterly","2019-Q4","Q4-2019","NATCUR","National currency","0","Units",,,4053995000,,
"SVK","Slovak Republic","103","GDP: Government consumption expenditure, constant prices","202303","March 2023","Q","Quarterly","2020-Q1","Q1-2020","NATCUR","National currency","0","Units",,,4041828000,,
"SVK","Slovak Republic","103","GDP: Government consumption expenditure, constant prices","202303","March 2023","Q","Quarterly","2020-Q2","Q2-2020","NATCUR","National currency","0","Units",,,3769949000,,
"SVK","Slovak Republic","103","GDP: Government consumption expenditure, constant prices","202303","March 2023","Q","Quarterly","2020-Q3","Q3-2020","NATCUR","National currency","0","Units",,,4075694000,,
"SVK","Slovak Republic","103","GDP: Government consumption expenditure, constant prices","202303","March 2023","Q","Quarterly","2020-Q4","Q4-2020","NATCUR","National currency","0","Units",,,4093228000,,
"SVK","Slovak Republic","103","GDP: Government consumption expenditure, constant prices","202303","March 2023","Q","Quarterly","2021-Q1","Q1-2021","NATCUR","National currency","0","Units",,,4139427000,,
"SVK","Slovak Republic","103","GDP: Government consumption expenditure, constant prices","202303","March 2023","Q","Quarterly","2021-Q2","Q2-2021","NATCUR","National currency","0","Units",,,4153601000,,
"SVK","Slovak Republic","103","GDP: Government consumption expenditure, constant prices","202303","March 2023","Q","Quarterly","2021-Q3","Q3-2021","NATCUR","National currency","0","Units",,,4173487000,,
"SVK","Slovak Republic","103","GDP: Government consumption expenditure, constant prices","202303","March 2023","Q","Quarterly","2021-Q4","Q4-2021","NATCUR","National currency","0","Units",,,4178208000,,
"SVK","Slovak Republic","103","GDP: Government consumption expenditure, constant prices","202303","March 2023","Q","Quarterly","2022-Q1","Q1-2022","NATCUR","National currency","0","Units",,,4153940000,,
"SVK","Slovak Republic","103","GDP: Government consumption expenditure, constant prices","202303","March 2023","Q","Quarterly","2022-Q2","Q2-2022","NATCUR","National currency","0","Units",,,3840456000,,
"SVK","Slovak Republic","103","GDP: Government consumption expenditure, constant prices","202303","March 2023","Q","Quarterly","2022-Q3","Q3-2022","NATCUR","National currency","0","Units",,,4147434000,,
"SVK","Slovak Republic","104","GDP: Gross fixed capital formation, constant prices","202303","March 2023","Q","Quarterly","2019-Q3","Q3-2019","NATCUR","National currency","0","Units",,,4793390000,,
"SVK","Slovak Republic","104","GDP: Gross fixed capital formation, constant prices","202303","March 2023","Q","Quarterly","2019-Q4","Q4-2019","NATCUR","National currency","0","Units",,,5011282000,,
"SVK","Slovak Republic","104","GDP: Gross fixed capital formation, constant prices","202303","March 2023","Q","Quarterly","2020-Q1","Q1-2020","NATCUR","National currency","0","Units",,,4508237000,,
"SVK","Slovak Republic","104","GDP: Gross fixed capital formation, constant prices","202303","March 2023","Q","Quarterly","2020-Q2","Q2-2020","NATCUR","National currency","0","Units",,,4130651000,,
"SVK","Slovak Republic","104","GDP: Gross fixed capital formation, constant prices","202303","March 2023","Q","Quarterly","2020-Q3","Q3-2020","NATCUR","National currency","0","Units",,,4414651000,,
"SVK","Slovak Republic","104","GDP: Gross fixed capital formation, constant prices","202303","March 2023","Q","Quarterly","2020-Q4","Q4-2020","NATCUR","National currency","0","Units",,,4287954000,,
"SVK","Slovak Republic","104","GDP: Gross fixed capital formation, constant prices","202303","March 2023","Q","Quarterly","2021-Q1","Q1-2021","NATCUR","National currency","0","Units",,,4104291000,,
"SVK","Slovak Republic","104","GDP: Gross fixed capital formation, constant prices","202303","March 2023","Q","Quarterly","2021-Q2","Q2-2021","NATCUR","National currency","0","Units",,,4399778000,,
"SVK","Slovak Republic","104","GDP: Gross fixed capital formation, constant prices","202303","March 2023","Q","Quarterly","2021-Q3","Q3-2021","NATCUR","National currency","0","Units",,,4350758000,,
"SVK","Slovak Republic","104","GDP: Gross fixed capital formation, constant prices","202303","March 2023","Q","Quarterly","2021-Q4","Q4-2021","NATCUR","National currency","0","Units",,,4524040000,,
"SVK","Slovak Republic","104","GDP: Gross fixed capital formation, constant prices","202303","March 2023","Q","Quarterly","2022-Q1","Q1-2022","NATCUR","National currency","0","Units",,,4404581000,,
"SVK","Slovak Republic","104","GDP: Gross fixed capital formation, constant prices","202303","March 2023","Q","Quarterly","2022-Q2","Q2-2022","NATCUR","National currency","0","Units",,,4449401000,,
"SVK","Slovak Republic","104","GDP: Gross fixed capital formation, constant prices","202303","March 2023","Q","Quarterly","2022-Q3","Q3-2022","NATCUR","National currency","0","Units",,,4690470000,,
"SVK","Slovak Republic","105","GDP: Exports of goods and services, constant prices","202303","March 2023","Q","Quarterly","2019-Q3","Q3-2019","NATCUR","National currency","0","Units",,,20938177000,,
"SVK","Slovak Republic","105","GDP: Exports of goods and services, constant prices","202303","March 2023","Q","Quarterly","2019-Q4","Q4-2019","NATCUR","National currency","0","Units",,,21025532000,,
"SVK","Slovak Republic","105","GDP: Exports of goods and services, constant prices","202303","March 2023","Q","Quarterly","2020-Q1","Q1-2020","NATCUR","National currency","0","Units",,,20556580000,,
"SVK","Slovak Republic","105","GDP: Exports of goods and services, constant prices","202303","March 2023","Q","Quarterly","2020-Q2","Q2-2020","NATCUR","National currency","0","Units",,,15969798000,,
"SVK","Slovak Republic","105","GDP: Exports of goods and services, constant prices","202303","March 2023","Q","Quarterly","2020-Q3","Q3-2020","NATCUR","National currency","0","Units",,,21261756000,,
"SVK","Slovak Republic","105","GDP: Exports of goods and services, constant prices","202303","March 2023","Q","Quarterly","2020-Q4","Q4-2020","NATCUR","National currency","0","Units",,,21365240000,,
"SVK","Slovak Republic","105","GDP: Exports of goods and services, constant prices","202303","March 2023","Q","Quarterly","2021-Q1","Q1-2021","NATCUR","National currency","0","Units",,,23056080000,,
"SVK","Slovak Republic","105","GDP: Exports of goods and services, constant prices","202303","March 2023","Q","Quarterly","2021-Q2","Q2-2021","NATCUR","National currency","0","Units",,,21656654000,,
"SVK","Slovak Republic","105","GDP: Exports of goods and services, constant prices","202303","March 2023","Q","Quarterly","2021-Q3","Q3-2021","NATCUR","National currency","0","Units",,,20979644000,,
"SVK","Slovak Republic","105","GDP: Exports of goods and services, constant prices","202303","March 2023","Q","Quarterly","2021-Q4","Q4-2021","NATCUR","National currency","0","Units",,,21822711000,,
"SVK","Slovak Republic","105","GDP: Exports of goods and services, constant prices","202303","March 2023","Q","Quarterly","2022-Q1","Q1-2022","NATCUR","National currency","0","Units",,,21585045000,,
"SVK","Slovak Republic","105","GDP: Exports of goods and services, constant prices","202303","March 2023","Q","Quarterly","2022-Q2","Q2-2022","NATCUR","National currency","0","Units",,,21494930000,,
"SVK","Slovak Republic","105","GDP: Exports of goods and services, constant prices","202303","March 2023","Q","Quarterly","2022-Q3","Q3-2022","NATCUR","National currency","0","Units",,,22946478000,,
"SVK","Slovak Republic","106","GDP: Imports of goods and services, constant prices","202303","March 2023","Q","Quarterly","2019-Q3","Q3-2019","NATCUR","National currency","0","Units",,,20729427000,,
"SVK","Slovak Republic","106","GDP: Imports of goods and services, constant prices","202303","March 2023","Q","Quarterly","2019-Q4","Q4-2019","NATCUR","National currency","0","Units",,,20487785000,,
"SVK","Slovak Republic","106","GDP: Imports of goods and services, constant prices","202303","March 2023","Q","Quarterly","2020-Q1","Q1-2020","NATCUR","National currency","0","Units",,,20469620000,,
"SVK","Slovak Republic","106","GDP: Imports of goods and services, constant prices","202303","March 2023","Q","Quarterly","2020-Q2","Q2-2020","NATCUR","National currency","0","Units",,,15410658000,,
"SVK","Slovak Republic","106","GDP: Imports of goods and services, constant prices","202303","March 2023","Q","Quarterly","2020-Q3","Q3-2020","NATCUR","National currency","0","Units",,,19630607000,,
"SVK","Slovak Republic","106","GDP: Imports of goods and services, constant prices","202303","March 2023","Q","Quarterly","2020-Q4","Q4-2020","NATCUR","National currency","0","Units",,,20394265000,,
"SVK","Slovak Republic","106","GDP: Imports of goods and services, constant prices","202303","March 2023","Q","Quarterly","2021-Q1","Q1-2021","NATCUR","National currency","0","Units",,,21685852000,,
"SVK","Slovak Republic","106","GDP: Imports of goods and services, constant prices","202303","March 2023","Q","Quarterly","2021-Q2","Q2-2021","NATCUR","National currency","0","Units",,,21306552000,,
"SVK","Slovak Republic","106","GDP: Imports of goods and services, constant prices","202303","March 2023","Q","Quarterly","2021-Q3","Q3-2021","NATCUR","National currency","0","Units",,,20712441000,,
"SVK","Slovak Republic","106","GDP: Imports of goods and services, constant prices","202303","March 2023","Q","Quarterly","2021-Q4","Q4-2021","NATCUR","National currency","0","Units",,,21282504000,,
"SVK","Slovak Republic","106","GDP: Imports of goods and services, constant prices","202303","March 2023","Q","Quarterly","2022-Q1","Q1-2022","NATCUR","National currency","0","Units",,,21133543000,,
"SVK","Slovak Republic","106","GDP: Imports of goods and services, constant prices","202303","March 2023","Q","Quarterly","2022-Q2","Q2-2022","NATCUR","National currency","0","Units",,,21080681000,,
"SVK","Slovak Republic","106","GDP: Imports of goods and services, constant prices","202303","March 2023","Q","Quarterly","2022-Q3","Q3-2022","NATCUR","National currency","0","Units",,,22344314000,,
"ESP","Spain","101","GDP: Total, constant prices","202303","March 2023","Q","Quarterly","2019-Q3","Q3-2019","NATCUR","National currency","0","Units",,,298845000000,,
"ESP","Spain","101","GDP: Total, constant prices","202303","March 2023","Q","Quarterly","2019-Q4","Q4-2019","NATCUR","National currency","0","Units",,,299494000000,,
"ESP","Spain","101","GDP: Total, constant prices","202303","March 2023","Q","Quarterly","2020-Q1","Q1-2020","NATCUR","National currency","0","Units",,,283060000000,,
"ESP","Spain","101","GDP: Total, constant prices","202303","March 2023","Q","Quarterly","2020-Q2","Q2-2020","NATCUR","National currency","0","Units",,,232601000000,,
"ESP","Spain","101","GDP: Total, constant prices","202303","March 2023","Q","Quarterly","2020-Q3","Q3-2020","NATCUR","National currency","0","Units",,,271301000000,,
"ESP","Spain","101","GDP: Total, constant prices","202303","March 2023","Q","Quarterly","2020-Q4","Q4-2020","NATCUR","National currency","0","Units",,,271141000000,,
"ESP","Spain","101","GDP: Total, constant prices","202303","March 2023","Q","Quarterly","2021-Q1","Q1-2021","NATCUR","National currency","0","Units",,,270521000000,,
"ESP","Spain","101","GDP: Total, constant prices","202303","March 2023","Q","Quarterly","2021-Q2","Q2-2021","NATCUR","National currency","0","Units",,,274179000000,,
"ESP","Spain","101","GDP: Total, constant prices","202303","March 2023","Q","Quarterly","2021-Q3","Q3-2021","NATCUR","National currency","0","Units",,,282701000000,,
"ESP","Spain","101","GDP: Total, constant prices","202303","March 2023","Q","Quarterly","2021-Q4","Q4-2021","NATCUR","National currency","0","Units",,,289105000000,,
"ESP","Spain","101","GDP: Total, constant prices","202303","March 2023","Q","Quarterly","2022-Q1","Q1-2022","NATCUR","National currency","0","Units",,,289071000000,,
"ESP","Spain","101","GDP: Total, constant prices","202303","March 2023","Q","Quarterly","2022-Q2","Q2-2022","NATCUR","National currency","0","Units",,,295555000000,,
"ESP","Spain","101","GDP: Total, constant prices","202303","March 2023","Q","Quarterly","2022-Q3","Q3-2022","NATCUR","National currency","0","Units",,,296189000000,,
"ESP","Spain","101","GDP: Total, constant prices","202303","March 2023","Q","Quarterly","2022-Q4","Q4-2022","NATCUR","National currency","0","Units",,,296854000000,,
"ESP","Spain","102","GDP: Private consumption expenditure, constant prices","202303","March 2023","Q","Quarterly","2019-Q3","Q3-2019","NATCUR","National currency","0","Units",,,174350000000,,
"ESP","Spain","102","GDP: Private consumption expenditure, constant prices","202303","March 2023","Q","Quarterly","2019-Q4","Q4-2019","NATCUR","National currency","0","Units",,,173241000000,,
"ESP","Spain","102","GDP: Private consumption expenditure, constant prices","202303","March 2023","Q","Quarterly","2020-Q1","Q1-2020","NATCUR","National currency","0","Units",,,162325000000,,
"ESP","Spain","102","GDP: Private consumption expenditure, constant prices","202303","March 2023","Q","Quarterly","2020-Q2","Q2-2020","NATCUR","National currency","0","Units",,,128429000000,,
"ESP","Spain","102","GDP: Private consumption expenditure, constant prices","202303","March 2023","Q","Quarterly","2020-Q3","Q3-2020","NATCUR","National currency","0","Units",,,155521000000,,
"ESP","Spain","102","GDP: Private consumption expenditure, constant prices","202303","March 2023","Q","Quarterly","2020-Q4","Q4-2020","NATCUR","National currency","0","Units",,,155240000000,,
"ESP","Spain","102","GDP: Private consumption expenditure, constant prices","202303","March 2023","Q","Quarterly","2021-Q1","Q1-2021","NATCUR","National currency","0","Units",,,155064000000,,
"ESP","Spain","102","GDP: Private consumption expenditure, constant prices","202303","March 2023","Q","Quarterly","2021-Q2","Q2-2021","NATCUR","National currency","0","Units",,,158417000000,,
"ESP","Spain","102","GDP: Private consumption expenditure, constant prices","202303","March 2023","Q","Quarterly","2021-Q3","Q3-2021","NATCUR","National currency","0","Units",,,161736000000,,
"ESP","Spain","102","GDP: Private consumption expenditure, constant prices","202303","March 2023","Q","Quarterly","2021-Q4","Q4-2021","NATCUR","National currency","0","Units",,,162221000000,,
"ESP","Spain","102","GDP: Private consumption expenditure, constant prices","202303","March 2023","Q","Quarterly","2022-Q1","Q1-2022","NATCUR","National currency","0","Units",,,162644000000,,
"ESP","Spain","102","GDP: Private consumption expenditure, constant prices","202303","March 2023","Q","Quarterly","2022-Q2","Q2-2022","NATCUR","National currency","0","Units",,,166379000000,,
"ESP","Spain","102","GDP: Private consumption expenditure, constant prices","202303","March 2023","Q","Quarterly","2022-Q3","Q3-2022","NATCUR","National currency","0","Units",,,169285000000,,
"ESP","Spain","102","GDP: Private consumption expenditure, constant prices","202303","March 2023","Q","Quarterly","2022-Q4","Q4-2022","NATCUR","National currency","0","Units",,,166358000000,,
"ESP","Spain","103","GDP: Government consumption expenditure, constant prices","202303","March 2023","Q","Quarterly","2019-Q3","Q3-2019","NATCUR","National currency","0","Units",,,55984000000,,
"ESP","Spain","103","GDP: Government consumption expenditure, constant prices","202303","March 2023","Q","Quarterly","2019-Q4","Q4-2019","NATCUR","National currency","0","Units",,,56203000000,,
"ESP","Spain","103","GDP: Government consumption expenditure, constant prices","202303","March 2023","Q","Quarterly","2020-Q1","Q1-2020","NATCUR","National currency","0","Units",,,56841000000,,
"ESP","Spain","103","GDP: Government consumption expenditure, constant prices","202303","March 2023","Q","Quarterly","2020-Q2","Q2-2020","NATCUR","National currency","0","Units",,,57414000000,,
"ESP","Spain","103","GDP: Government consumption expenditure, constant prices","202303","March 2023","Q","Quarterly","2020-Q3","Q3-2020","NATCUR","National currency","0","Units",,,58220000000,,
"ESP","Spain","103","GDP: Government consumption expenditure, constant prices","202303","March 2023","Q","Quarterly","2020-Q4","Q4-2020","NATCUR","National currency","0","Units",,,59003000000,,
"ESP","Spain","103","GDP: Government consumption expenditure, constant prices","202303","March 2023","Q","Quarterly","2021-Q1","Q1-2021","NATCUR","National currency","0","Units",,,59360000000,,
"ESP","Spain","103","GDP: Government consumption expenditure, constant prices","202303","March 2023","Q","Quarterly","2021-Q2","Q2-2021","NATCUR","National currency","0","Units",,,59753000000,,
"ESP","Spain","103","GDP: Government consumption expenditure, constant prices","202303","March 2023","Q","Quarterly","2021-Q3","Q3-2021","NATCUR","National currency","0","Units",,,60029000000,,
"ESP","Spain","103","GDP: Government consumption expenditure, constant prices","202303","March 2023","Q","Quarterly","2021-Q4","Q4-2021","NATCUR","National currency","0","Units",,,58952000000,,
"ESP","Spain","103","GDP: Government consumption expenditure, constant prices","202303","March 2023","Q","Quarterly","2022-Q1","Q1-2022","NATCUR","National currency","0","Units",,,58721000000,,
"ESP","Spain","103","GDP: Government consumption expenditure, constant prices","202303","March 2023","Q","Quarterly","2022-Q2","Q2-2022","NATCUR","National currency","0","Units",,,58068000000,,
"ESP","Spain","103","GDP: Government consumption expenditure, constant prices","202303","March 2023","Q","Quarterly","2022-Q3","Q3-2022","NATCUR","National currency","0","Units",,,58974000000,,
"ESP","Spain","103","GDP: Government consumption expenditure, constant prices","202303","March 2023","Q","Quarterly","2022-Q4","Q4-2022","NATCUR","National currency","0","Units",,,60093000000,,
"ESP","Spain","104","GDP: Gross fixed capital formation, constant prices","202303","March 2023","Q","Quarterly","2019-Q3","Q3-2019","NATCUR","National currency","0","Units",,,59459000000,,
"ESP","Spain","104","GDP: Gross fixed capital formation, constant prices","202303","March 2023","Q","Quarterly","2019-Q4","Q4-2019","NATCUR","National currency","0","Units",,,58943000000,,
"ESP","Spain","104","GDP: Gross fixed capital formation, constant prices","202303","March 2023","Q","Quarterly","2020-Q1","Q1-2020","NATCUR","National currency","0","Units",,,57004000000,,
"ESP","Spain","104","GDP: Gross fixed capital formation, constant prices","202303","March 2023","Q","Quarterly","2020-Q2","Q2-2020","NATCUR","National currency","0","Units",,,46034000000,,
"ESP","Spain","104","GDP: Gross fixed capital formation, constant prices","202303","March 2023","Q","Quarterly","2020-Q3","Q3-2020","NATCUR","National currency","0","Units",,,55356000000,,
"ESP","Spain","104","GDP: Gross fixed capital formation, constant prices","202303","March 2023","Q","Quarterly","2020-Q4","Q4-2020","NATCUR","National currency","0","Units",,,54546000000,,
"ESP","Spain","104","GDP: Gross fixed capital formation, constant prices","202303","March 2023","Q","Quarterly","2021-Q1","Q1-2021","NATCUR","National currency","0","Units",,,53512000000,,
"ESP","Spain","104","GDP: Gross fixed capital formation, constant prices","202303","March 2023","Q","Quarterly","2021-Q2","Q2-2021","NATCUR","National currency","0","Units",,,54095000000,,
"ESP","Spain","104","GDP: Gross fixed capital formation, constant prices","202303","March 2023","Q","Quarterly","2021-Q3","Q3-2021","NATCUR","National currency","0","Units",,,53675000000,,
"ESP","Spain","104","GDP: Gross fixed capital formation, constant prices","202303","March 2023","Q","Quarterly","2021-Q4","Q4-2021","NATCUR","National currency","0","Units",,,53617000000,,
"ESP","Spain","104","GDP: Gross fixed capital formation, constant prices","202303","March 2023","Q","Quarterly","2022-Q1","Q1-2022","NATCUR","National currency","0","Units",,,55443000000,,
"ESP","Spain","104","GDP: Gross fixed capital formation, constant prices","202303","March 2023","Q","Quarterly","2022-Q2","Q2-2022","NATCUR","National currency","0","Units",,,57164000000,,
"ESP","Spain","104","GDP: Gross fixed capital formation, constant prices","202303","March 2023","Q","Quarterly","2022-Q3","Q3-2022","NATCUR","National currency","0","Units",,,56818000000,,
